706	943
706	924
716	905
733	892
750	885
773	871
785	854
797	840
812	825
826	809
834	788
827	762
815	742
808	718
815	708
832	721
847	736
854	752
872	771
887	790
903	800
927	815
941	821
955	825
973	824
992	821
1010	820
1038	818
1054	817
1069	822
1071	830
1063	840
1037	839
1029	840
1008	846
982	850
966	851
954	858
941	873
936	888
929	897
917	929
906	942
906	952
899	968
902	984
892	1000
877	1010
862	1027
850	1040
837	1048
818	1053
811	1053
793	1048
781	1031
774	1021
761	1011
758	996
754	989
743	982
731	974
719	962
712	956
