795	766
801	773
813	783
824	783
834	793
843	813
845	831
849	847
854	856
863	859
881	859
890	855
909	855
923	853
944	853
960	851
978	849
995	845
1009	843
1021	840
1031	837
1045	833
1059	849
1065	863
1068	880
1063	896
1051	893
1036	891
1021	895
997	899
979	901
961	905
945	911
929	917
916	925
900	926
888	925
868	929
851	929
829	929
813	937
791	943
771	943
753	935
734	941
720	945
713	935
706	922
698	912
678	897
667	885
657	879
654	877
665	853
673	847
687	847
703	847
725	845
737	841
747	815
763	802
775	789
782	783
791	769
