821	461
786	474
766	490
749	511
757	546
755	578
777	625
778	659
771	682
767	719
767	737
743	751
714	763
671	766
635	771
605	775
582	789
565	794
578	829
589	851
601	862
622	857
643	843
670	843
699	849
738	845
759	838
773	826
773	813
790	809
807	807
838	813
846	813
831	785
810	761
810	731
799	701
798	677
805	651
803	627
806	606
815	579
834	566
853	541
862	515
862	485
843	462

534	974
513	983
511	1003
511	1025
501	1046
501	1062
510	1075
527	1075
541	1067
550	1042
553	1031
558	1007
567	993
569	974
546	970

934	811
929	823
930	837
954	847
965	869
979	883
995	885
1022	866
1031	851
1030	827
1002	822
981	817
967	814
946	815
