813	459
783	471
767	492
748	509
741	522
753	548
754	568
750	585
763	599
776	624
776	646
778	674
773	701
769	723
760	748
751	758
728	761
691	762
673	766
648	773
631	773
610	777
599	787
588	795
571	789
569	810
579	831
591	849
606	863
618	863
631	853
638	838
668	845
689	852
703	851
724	843
733	835
756	828
775	820
793	813
812	812
824	812
842	810
845	806
837	792
824	792
823	783
815	773
809	769
811	750
818	734
808	711
804	697
801	665
805	642
805	616
820	595
824	581
830	573
840	566
852	550
859	529
862	512
863	486
848	474
832	467
818	460


523	982
513	1007
503	1031
501	1054
498	1070
517	1074
533	1075
545	1053
553	1030
557	1011
569	993
569	973
550	973

930	818
971	823
999	831
1026	827
1041	830
1037	857
1021	871
1003	886
979	890
957	865
931	842

