724	565
745	574
761	581
763	599
779	620
796	641
806	647
815	661
822	673
844	677
854	676
879	664
898	663
912	656
933	648
945	644
961	659
970	693
966	743
962	770
954	783
955	813
960	836
960	852
926	844
894	835
875	827
870	816
847	824
830	831
815	836
784	836
765	845
753	866
748	891
746	919
743	930
739	971
736	998
733	1013
730	1017
723	1013
721	989
728	958
731	941
730	922
730	897
731	875
731	859
733	836
732	821
727	813
730	802
735	777
744	768
748	756
740	723
735	720
746	714
754	696
754	666
747	649
740	642
739	629
732	615
723	604
716	587
