850	675
879	662
915	654
937	643
954	643
966	654
975	694
971	716
967	742
956	774
946	788
958	825
965	842
969	852
952	857
928	849
909	838
892	835
876	826
861	824
845	831
824	836
796	843
771	851
757	862
751	897
746	923
745	945
739	979
737	993
735	1008
726	1022
720	1063
713	1084
703	1099
691	1093
703	1066
713	1042
717	1022
724	1003
729	975
730	952
733	919
738	893
735	871
730	857
732	844
733	824
731	805
730	788
741	764
744	758
747	744
746	727
742	714
745	706
752	681
751	656
747	632
733	610
724	596
716	575
714	565
718	558
735	557
746	561
759	576
772	588
779	602
782	610
791	622
809	636
820	650
828	659
833	667
