668	742
686	742
708	752
723	766
730	776
741	764
761	756
783	749
808	742
832	738
839	713
840	695
854	697
862	684
866	663
869	646
863	626
864	598
876	583
900	592
900	611
894	622
895	649
895	668
897	689
904	706
908	722
920	727
951	748
965	759
985	760
1004	762
1029	768
1051	776
1055	783
1049	795
1039	807
1023	821
1004	842
988	856
967	869
958	892
934	886
915	874
894	877
876	881
854	876
837	873
833	886
814	893
787	895
765	892
747	879
737	868
726	852
712	836
714	819
715	805
704	794
689	781
676	772
662	763
