859	581
842	580
820	593
812	613
820	647
830	683
827	720
808	749
768	776
730	796
680	800
658	801
630	804
610	795
594	788
583	756
586	731
596	703
598	679
600	657
606	639
612	621
619	605
608	604
584	625
574	644
564	653
564	684
556	717
554	736
556	764
563	791
567	819
566	843
567	877
580	905
590	908
600	932
608	947
614	959
622	976
631	987
638	988
655	980
664	975
667	957
667	944
670	927
672	919
682	917
706	901
715	895
720	885
744	895
748	899
758	893
766	873
770	861
772	847
774	831
782	817
788	808
804	797
819	795
835	800
846	807
855	820
860	833
870	845
871	861
872	885
864	907
847	921
835	931
840	940
852	941
863	941
867	960
875	971
882	965
896	968
902	976
908	983
918	1000
918	1017
932	1020
950	1029
962	1031
966	1021
975	1012
987	1003
992	985
988	961
983	947
974	936
967	927
952	915
942	915
936	899
930	901
926	895
922	871
922	853
908	832
903	817
903	803
903	793
892	793
886	788
882	771
879	759
883	748
884	731
884	717
875	707
883	683
886	672
888	659
886	640
878	617
863	600
