818	631
818	660
817	707
810	735
764	775
748	793
741	823
742	836
764	840
794	823
801	809
822	797
842	793
880	815
916	829
940	835
966	860
985	881
1020	896
1037	899
1046	893
1054	872
1032	841
1006	831
982	819
954	807
930	793
906	769
885	755
870	741
862	731
849	712
848	684
830	645

657	460
640	475
650	488
668	501
688	508
694	484
677	465

977	587
1009	589
1033	587
1066	607
1076	641
1100	677
1129	705
1116	717
1098	727
1080	699
1053	669
1041	639
1024	615
1000	611

693	988
680	1007
680	1039
686	1068
692	1089
716	1095
717	1116
721	1131
742	1145
766	1171
797	1191
818	1212
829	1240
840	1269
844	1285
858	1276
858	1259
846	1221
833	1196
820	1185
802	1164
784	1156
752	1143
737	1116
729	1083
741	1061
738	1032
716	1017
698	996

