881	584
869	594
865	622
865	656
865	682
856	714
832	708
831	724
825	733
804	742
787	737
779	746
776	754
756	760
739	760
725	758
708	752
692	744
664	740
657	744
660	764
665	773
680	784
696	793
713	802
715	812
715	830
713	846
729	860
740	882
763	896
776	892
803	886
816	882
827	877
839	884
853	886
867	886
891	890
899	890
917	890
937	896
947	896
952	893
957	881
967	872
972	864
981	853
997	840
1012	833
1017	826
1036	817
1044	806
1044	785
1020	774
985	769
965	766
952	764
932	749
916	740
907	725
897	714
895	693
897	672
903	661
900	644
899	629
899	608
895	596
892	588
