771	442
741	460
719	484
745	522
774	566
798	608
795	655
777	708
754	740
727	786
707	824
659	862
613	874
566	886
550	899
538	946
522	979
517	1003
513	1039
498	1079
490	1104
487	1178
489	1218
498	1238
517	1232
511	1204
505	1171
501	1150
503	1120
507	1102
515	1076
518	1062
523	1034
539	1007
546	971
554	946
566	927
578	914
607	907
646	896
673	896
699	898
725	902
755	928
770	948
789	976
793	1002
810	999
821	999
825	979
822	962
805	936
783	910
789	879
801	855
806	839
813	826
837	812
859	798
887	788
913	780
929	772
937	763
933	731
933	722
915	722
886	719
858	714
847	704
834	699
819	688
815	678
823	658
838	647
841	630
823	622
819	610
822	595
834	576
834	568
833	551
823	524
818	503
802	478
794	466
