773	435
741	460
727	467
727	496
755	535
781	576
794	620
786	679
771	731
730	779
702	810
677	816
675	844
606	878
566	886
547	927
523	972
515	1007
509	1052
493	1100
491	1134
489	1171
486	1200
505	1231
511	1238
515	1228
506	1196
505	1136
510	1107
527	1064
530	1030
531	1011
543	976
546	960
567	939
591	923
607	910
641	899
673	895
685	894
714	903
730	911
751	926
770	946
782	975
790	1002
807	1011
822	1011
830	999
817	963
801	942
798	919
809	900
794	887
805	852
819	831
835	818
853	812
874	804
897	795
910	791
923	783
933	778
942	754
937	728
930	720
898	715
873	715
854	711
835	712
825	703
826	676
830	660
838	646
842	632
834	616
825	611
827	584
839	567
841	556
831	527
814	500
803	484
794	458
779	443
