466	300
458	350
424	398
430	454
458	518
454	534
458	566
422	602
450	600
508	602
534	624
552	686
560	756
548	802
516	848
492	868
440	912
452	928
508	910
564	922
624	960
660	996
678	1020
744	1004
764	972
814	944
844	936
908	946
948	962
958	1008
964	1030
982	1012
986	958
1008	926
1028	890
1044	874
1126	866
1186	856
1240	860
1248	840
1218	802
1190	766
1156	754
1188	736
1220	720
1236	704
1220	676
1226	654
1278	636
1318	622
1362	610
1372	588
1358	582
1316	590
1250	610
1166	634
1110	634
1070	616
1034	606
974	572
942	522
928	464
894	436
844	412
824	384
804	360
764	362
740	382
692	390
660	378
632	360
588	344
550	324
506	308
