796	120
786	154
788	186
766	266
750	294
742	336
738	360
734	376
716	444
702	500
694	536
668	560
620	590
594	626
538	664
520	700
512	754
510	804
514	828
524	862
562	878
608	890
632	888
644	882
680	900
698	914
728	924
758	944
772	952
802	956
828	962
852	974
872	1004
898	1024
908	1036
912	1056
930	1038
952	1028
974	1036
1010	1048
1032	1078
1058	1084
1078	1064
1082	1038
1096	1024
1088	986
1062	938
1062	898
1056	860
1056	826
1072	812
1102	798
1118	776
1106	714
1114	678
1104	652
1100	606
1082	586
1066	578
1060	560
1032	550
990	546
960	544
918	542
900	534
860	490
834	466
824	450
814	426
804	404
798	366
782	330
776	304
784	282
784	250
792	216
802	184
820	148
812	120
