794	118
788	174
762	266
748	316
738	364
724	372
728	438
710	494
686	540
640	580
618	612
584	648
558	658
528	676
528	728
522	762
522	820
524	856
550	868
594	882
628	892
654	886
712	928
746	932
786	946
810	954
840	970
856	980
880	994
906	1030
910	1058
924	1040
966	1034
1004	1042
1032	1076
1060	1096
1086	1054
1088	1024
1088	988
1072	982
1072	954
1062	924
1062	898
1062	870
1062	850
1072	830
1096	800
1114	784
1118	772
1110	744
1110	706
1104	666
1100	630
1062	574
1026	544
970	546
950	546
922	546
900	534
860	500
846	478
832	462
808	446
806	424
810	386
798	360
788	340
782	318
782	294
782	266
782	242
786	228
800	198
804	170
820	164
810	134
