810	603
814	657
816	693
808	723
794	745
767	768
744	781
736	803
736	825
750	844
768	832
800	816
812	809
824	805
846	803
856	813
880	823
911	829
935	832
948	843
970	861
988	876
996	883
1010	892
1035	899
1055	901
1068	896
1063	877
1055	847
1036	831
998	817
974	811
944	799
927	787
914	775
894	756
866	745
858	723
846	700
843	691
840	672
836	653
824	625
810	605
800	599

992	584
1015	583
1028	572
1040	587
1058	597
1064	620
1074	639
1086	661
1098	675
1118	689
1128	703
1124	720
1110	735
1096	720
1080	701
1068	684
1059	669
1040	648
1036	629
1026	620
999	616
979	611
968	603
975	587

691	984
682	1007
680	1029
682	1044
683	1061
696	1084
707	1109
734	1144
746	1151
762	1164
784	1176
806	1188
818	1204
838	1249
842	1268
842	1281
848	1283
858	1271
858	1244
847	1223
835	1209
822	1184
810	1163
783	1153
770	1147
754	1137
743	1125
734	1095
731	1073
743	1056
739	1039
727	1027
715	1015
702	1004
