852	585
859	602
871	618
880	627
888	642
879	678
875	699
876	730
878	750
882	775
891	791
898	811
906	831
910	843
920	861
923	875
932	898
944	914
970	927
982	946
991	966
994	977
994	990
983	1006
962	1013
947	1015
930	1011
927	999
927	990
916	974
900	965
883	957
870	949
850	941
835	931
839	918
854	913
860	903
867	886
870	875
871	850
867	834
860	821
848	806
839	799
831	797
819	794
794	793
776	809
770	834
760	873
758	883
750	895
734	891
710	894
688	905
670	909
666	934
666	954
666	971
654	985
644	985
635	977
618	967
611	949
616	934
599	909
588	898
579	875
574	855
571	837
568	821
568	801
560	782
560	729
559	710
559	699
567	683
567	655
578	634
591	618
611	613
611	625
596	650
590	659
586	687
598	698
595	719
584	742
584	753
604	779
619	801
651	799
678	799
703	799
726	799
750	790
760	779
776	765
796	753
818	741
835	727
831	697
831	687
828	670
832	663
831	653
826	635
823	609
820	598
832	583
859	585
