820	628
819	667
816	701
814	735
768	769
747	795
736	824
747	836
771	829
788	816
808	801
832	799
874	813
899	829
927	835
952	840
978	869
1007	888
1028	895
1038	892
1047	888
1052	865
1040	847
1010	832
987	825
963	809
946	796
923	785
910	772
894	755
876	739
854	715
842	693
835	663

987	588
1018	587
1035	585
1055	600
1075	624
1080	648
1104	668
1120	699
1120	716
1096	721
1087	703
1070	681
1048	664
1043	637
1034	623
1003	619

690	993
679	1011
684	1043
687	1063
704	1081
718	1100
720	1127
743	1147
766	1171
786	1181
802	1195
816	1212
832	1249
832	1268
839	1287
848	1287
856	1275
847	1239
840	1216
832	1203
815	1179
807	1160
786	1149
752	1133
742	1119
734	1096
738	1077
743	1047
736	1029
719	1024
708	1011

