838	580
816	596
808	608
822	642
827	689
824	732
802	752
763	776
744	793
706	796
672	796
640	798
610	792
594	778
592	733
595	697
600	666
611	633
616	616
616	602
580	622
566	646
566	673
558	701
554	725
554	748
556	781
562	808
562	830
551	844
558	857
568	880
579	905
590	914
600	924
619	970
635	982
652	976
671	965
672	932
678	917
694	908
712	897
727	893
742	894
754	900
763	890
767	866
767	849
772	837
783	821
794	804
804	794
820	798
835	805
851	817
860	825
866	840
868	866
862	892
856	912
836	932
834	938
855	941
862	953
867	968
887	966
916	984
918	1016
932	1028
942	1037
960	1030
974	1012
982	1001
996	986
988	958
984	941
960	929
944	912
939	902
927	896
922	885
922	870
927	862
923	852
911	837
904	822
904	810
907	794
894	784
882	774
880	758
880	744
880	729
880	718
882	686
883	670
894	661
883	633
875	617
856	597
