808	620
814	665
814	708
806	740
763	761
740	784
731	817
738	841
747	851
775	828
807	809
820	803
844	801
866	819
888	835
920	837
954	844
980	872
999	889
1018	903
1040	901
1056	887
1067	872
1038	843
979	808
946	801
930	789
912	777
890	757
870	743
860	727
847	708
838	669
828	640
823	617

1000	579
1018	569
1040	573
1062	593
1075	625
1103	665
1118	679
1120	708
1116	724
1102	728
1090	708
1068	688
1063	665
1051	645
1040	629
1020	620
991	611
975	595
976	587

686	983
679	1027
683	1057
691	1073
706	1088
716	1108
731	1135
760	1164
790	1177
815	1195
835	1255
846	1285
859	1301
875	1304
852	1269
856	1245
851	1212
826	1181
795	1156
768	1147
744	1132
736	1119
735	1081
730	1069
739	1049
731	1028
715	1020
707	1004


